Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],StnNo,CastNo,Depth [m],CTD-Temperature [・ｰC],CTD-Salinity,CTD-Oxygen [~$m~#mol/kg],CTD-Oxygen_SBE43 [~$m~#mol/kg],Fluorescence [~$m~#g/L],Transmission [%],PAR [~$m~#E/m~^2~#/s],LogE1 [m~^2~#/s~^3~#],LogE2 [m~^2~#/s~^3~#],LogX [K~^2~#/s],LogKrho1 [m~^2~#/s],LogKrho2 [m~^2~#/s],Salinity,Oxygen [~$m~#mol/kg],DIC [~$m~#mol/kg],Total Alkalinity [~$m~#mol/kg],Nitrate [~$m~#mol/kg],Nitrite [~$m~#mol/kg],Silicate [~$m~#mol/kg],Phosphate [~$m~#mol/kg],Ammonium [~$m~#mol/kg],Total N [~$m~#mol/kg],Chl-a [~$m~#g/L],Chl-a >20 ~$m~#m [~$m~#g/L],Chl-a 10-20 ~$m~#m [~$m~#g/L],Chl-a 2-10 ~$m~#m [~$m~#g/L],Chl-a <2 ~$m~#m [~$m~#g/L],d-POC_C1 [mgC/m~^3~#/day],d-POC_C2 [mgC/m~^3~#/day],Grad_Si [~$m~#mol/kg/m],Grad_P [~$m~#mol/kg/m],Grad_N [~$m~#mol/kg/m],Day of Year (station date) [days],Krho1 [m~^2~#/s],Krho2 [m~^2~#/s],Flux_Si1 [mmol/m~^2~#/s],Flux_Si2 [mmol/m~^2~#/s],Flux_P1 [mmol/m~^2~#/s],Flux_P2 [mmol/m~^2~#/s],Flux_N1 [mmol/m~^2~#/s],Flux_N2 [mmol/m~^2~#/s],Log_Flux_Si1 [mmol/m~^2~#/s],Log_Flux_Si2 [mmol/m~^2~#/s],Log_Flux_P1 [mmol/m~^2~#/s],Log_Flux_P2 [mmol/m~^2~#/s],Log_Flux_N1 [mmol/m~^2~#/s],Log_Flux_N2 [mmol/m~^2~#/s],Potential Density Anomaly ~$s~#~_0 [kg/m~^3]
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,0,3.0864,31.3232,343.32999,342.97,0.24,97.473,141.364,-999,-999,-999,-999,-999,31.034,338.70001,1918.69995,2133.5,0.14,0.01,2.57,0.299,0.02,0.17,0.26,-999,-999,-999,-999,-999,-999,-0.026,-0.0034,-0.032,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.94771
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,1,3.0864,31.3232,343.32999,342.97,0.24,97.473,141.364,-999,-999,-999,-999,-999,31.04716,338.76599,1920.23999,2134.36011,0.118,0.01,2.544,0.2956,0.01,0.138,0.262,-999,-999,-999,-999,-999,-999,-0.026,-0.0034,-0.032,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.947694
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,2,3.0864,31.3232,343.32999,342.97,0.24,97.473,141.364,-999,-999,-999,-999,-999,31.06032,338.832,1921.78003,2135.21997,0.096,0.01,2.518,0.2922,0,0.106,0.264,-999,-999,-999,-999,-999,-999,-0.026,-0.0034,-0.032,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.947679
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,3,3.0864,31.3232,343.32999,342.97,0.24,97.473,141.364,-999,-999,-999,-999,-999,31.07348,338.89801,1923.31995,2136.08008,0.074,0.01,2.492,0.2888,-0.01,0.074,0.266,-999,-999,-999,-999,-999,-999,-0.026,-0.0034,-0.032,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.947663
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,4,3.0946,31.3203,344.13,343.41,0.3,97.445,112.364,-999,-999,-999,-999,-999,31.08664,338.96399,1924.85999,2136.93994,0.052,0.01,2.466,0.2854,-0.02,0.042,0.268,-999,-999,-999,-999,-999,-999,-0.026,-0.0034,-0.032,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.944648
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,5,3.1071,31.3201,344.03,343.31,0.309,97.443,98.731,-999,-999,-999,-999,-999,31.0998,339.03,1926.40002,2137.80005,0.03,0.01,2.44,0.282,-0.03,0.01,0.27,-999,-999,-999,-999,-999,-999,-0.018,0.0026,0,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.943427
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,6,3.1034,31.3225,343.79001,342.91,0.312,97.511,85.537,-999,-999,-999,-999,-999,31.11692,339.086,1927.31995,2138.87988,0.03,0.01,2.422,0.2846,-0.03,0.01,0.276,-999,-999,-999,-999,-999,-999,-0.018,0.0026,0,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.945635
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,7,3.1005,31.3222,343.5,342.57999,0.303,97.573,74.202,-999,-999,-999,-999,-999,31.13404,339.142,1928.23999,2139.95996,0.03,0.01,2.404,0.2872,-0.03,0.01,0.282,-999,-999,-999,-999,-999,-999,-0.018,0.0026,0,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.945623
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,8,3.1098,31.299,343.95001,342.91,0.323,97.464,66.547,-999,-999,-999,-999,-999,31.15116,339.198,1929.16003,2141.04004,0.03,0.01,2.386,0.2898,-0.03,0.01,0.288,-999,-999,-999,-999,-999,-999,-0.018,0.0026,0,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.926329
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,9,3.0999,31.3495,343.73001,342.72,0.348,97.445,58.954,-999,-999,-999,-999,-999,31.16828,339.254,1930.07996,2142.12012,0.03,0.01,2.368,0.2924,-0.03,0.01,0.294,-999,-999,-999,-999,-999,-999,-0.018,0.0026,0,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.967411
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,10,3.0898,31.3781,344.13,342.79001,0.361,97.432,53.343,-999,-999,-999,-999,-999,31.1854,339.31,1931,2143.19995,0.03,0.01,2.35,0.295,-0.03,0.01,0.3,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.991046
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,11,3.0852,31.3943,343.98999,342.47,0.368,97.432,46.949,-999,-999,-999,-999,-999,31.22724,339.81299,1934.95996,2146.07007,0.029,0.01,2.332,0.3024,-0.03,0.009,0.308,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.004354
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,12,3.0883,31.3896,344.07999,342.67999,0.373,97.419,43.098,-999,-999,-999,-999,-999,31.26908,340.31601,1938.92004,2148.93994,0.028,0.01,2.314,0.3098,-0.03,0.008,0.316,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.00035
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,13,3.0769,31.4114,344.51999,342.85999,0.376,97.413,38.491,-999,-999,-999,-999,-999,31.31092,340.819,1942.88,2151.81006,0.027,0.01,2.296,0.3172,-0.03,0.007,0.324,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.018692
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,14,3.0867,31.3911,344.26999,342.39999,0.392,97.325,35.166,-999,-999,-999,-999,-999,31.35276,341.32199,1946.83997,2154.67993,0.026,0.01,2.278,0.3246,-0.03,0.006,0.332,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.001687
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,15,3.0805,31.4031,344.16,342.76999,0.391,97.272,31.338,-999,-999,-999,-999,-999,31.3946,341.82501,1950.80005,2157.55005,0.025,0.01,2.26,0.332,-0.03,0.005,0.34,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.011778
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,16,3.0769,31.3991,344.84,343.64999,0.379,97.148,28.542,-999,-999,-999,-999,-999,31.43644,342.328,1954.76001,2160.41992,0.024,0.01,2.242,0.3394,-0.03,0.004,0.348,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.008894
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,17,2.9993,31.5558,346.45001,344.57001,0.417,97.071,25.937,-999,-999,-999,-999,-999,31.47828,342.83099,1958.71997,2163.29004,0.023,0.01,2.224,0.3468,-0.03,0.003,0.356,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.140349
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,18,2.9792,31.5911,347.07999,344.92001,0.437,97.067,23.262,-999,-999,-999,-999,-999,31.52012,343.33401,1962.68005,2166.15991,0.022,0.01,2.206,0.3542,-0.03,0.002,0.364,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.170183
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,19,3.0287,31.6062,345.76001,344.04001,0.452,97.024,21.343,-999,-999,-999,-999,-999,31.56196,343.83701,1966.64001,2169.03003,0.021,0.01,2.188,0.3616,-0.03,0.001,0.372,-999,-999,-999,-999,-999,-999,-0.018,0.0074,-0.001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.178106
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,20,3.0066,31.6142,346.5,343.04999,0.497,96.894,19.404,-999,-999,-999,-999,-999,31.6038,344.34,1970.59998,2171.8999,0.02,0.01,2.17,0.369,-0.03,0,0.38,-999,-999,-999,-999,-999,-999,0.30000001,0.0055,0.005,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.186338
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,21,2.9672,31.6123,347.66,345,0.471,97.154,17.411,-999,-999,-999,-999,-999,31.63295,354.79501,1973.30005,2174.44995,0.025,0.01,2.47,0.3745,-0.03,0.005,0.385,-999,-999,-999,-999,-999,-999,0.30000001,0.0055,0.005,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.188207
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,22,2.6533,31.5755,355.10001,355.14001,0.428,97.424,15.85,-999,-999,-999,-999,-999,31.6621,365.25,1976,2177,0.03,0.01,2.77,0.38,-0.03,0.01,0.39,-999,-999,-999,-999,-999,-999,0.003,0.0346,0.175,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.184327
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,23,2.0593,31.5647,375.63,368.03,0.437,97.409,14.335,-999,-999,-999,-999,-999,31.73642,371.25101,1987.20996,2182.07007,0.134,0.012,2.773,0.4146,0.039,0.185,0.371,-999,-999,-999,-999,-999,-999,0.004,0.0345,0.176,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.220384
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,24,1.6974,31.6977,388.51001,375.41,0.457,97.33,13.048,-999,-999,-999,-999,-999,31.81074,377.25201,1998.42004,2187.12988,0.239,0.014,2.777,0.4491,0.108,0.361,0.352,-999,-999,-999,-999,-999,-999,0.003,0.0346,0.176,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.352024
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,25,1.6727,31.7751,389.60001,380.85001,0.478,97.426,11.774,-999,-999,-999,-999,-999,31.88507,383.25299,2009.63,2192.19995,0.343,0.017,2.78,0.4837,0.177,0.537,0.333,-999,-999,-999,-999,-999,-999,0.003,0.0345,0.176,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.41582
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,26,1.3205,31.8166,398.17999,390.67001,0.453,97.674,10.57,-999,-999,-999,-999,-999,31.95939,389.254,2020.83997,2197.27002,0.448,0.019,2.783,0.5182,0.246,0.713,0.314,-999,-999,-999,-999,-999,-999,0.004,0.0346,0.17399999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.471977
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,27,0.8338,31.901,414.79001,404.42999,0.378,97.755,9.58,-999,-999,-999,-999,-999,32.03371,395.25601,2032.06006,2202.33008,0.552,0.021,2.787,0.5528,0.314,0.887,0.296,-999,-999,-999,-999,-999,-999,0.003,0.0345,0.176,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.568749
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,28,0.4403,31.9804,428.88,417.42999,0.39,97.785,8.703,-999,-999,-999,-999,-999,32.10803,401.25699,2043.27002,2207.3999,0.657,0.023,2.79,0.5873,0.383,1.063,0.277,-999,-999,-999,-999,-999,-999,0.003,0.0346,0.176,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.653881
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,29,0.0467,32.0761,442.82001,428.67001,0.397,97.958,7.861,-999,-999,-999,-999,-999,32.18235,407.258,2054.47998,2212.46997,0.761,0.026,2.793,0.6219,0.452,1.239,0.258,-999,-999,-999,-999,-999,-999,0.004,0.0345,0.176,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.75027
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,30,-0.1847,32.14,450.60999,435.16,0.339,98.148,7.077,-999,-999,-999,-999,-999,32.25668,413.259,2065.68994,2217.53003,0.866,0.028,2.797,0.6564,0.521,1.415,0.239,-999,-999,-999,-999,-999,-999,0.003,0.0346,0.175,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.812273
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,31,-0.4052,32.1948,453.25,439.34,0.346,98.336,6.4,-999,-999,-999,-999,-999,32.331,419.26001,2076.8999,2222.6001,0.97,0.03,2.8,0.691,0.59,1.59,0.22,-999,-999,-999,-999,-999,-999,0.118,0.12620001,1.375,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.865864
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,32,-0.6251,32.2349,452.06,438.98001,0.286,98.678,5.788,-999,-999,-999,-999,-999,32.3536,404.522,2090.19995,2223.91992,1.838,0.043,2.918,0.8172,1.084,2.965,0.204,-999,-999,-999,-999,-999,-999,0.118,0.12620001,1.37699997,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.906951
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,33,-0.8391,32.2935,438.85001,431.92999,0.189,98.824,5.25,-999,-999,-999,-999,-999,32.3762,389.784,2103.5,2225.23999,2.706,0.057,3.036,0.9434,1.579,4.342,0.189,-999,-999,-999,-999,-999,-999,0.117,0.12630001,1.37399995,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.962188
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,34,-0.9264,32.3246,418.42999,421.62,0.174,98.96,4.788,-999,-999,-999,-999,-999,32.3988,375.047,2116.80005,2226.57007,3.573,0.07,3.153,1.0697,2.073,5.716,0.173,-999,-999,-999,-999,-999,-999,0.118,0.12620001,1.37600005,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.990462
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,35,-0.9759,32.3591,408.87,410.85999,0.151,99.046,4.355,-999,-999,-999,-999,-999,32.4214,360.30899,2130.1001,2227.88989,4.441,0.083,3.271,1.1959,2.568,7.092,0.158,-999,-999,-999,-999,-999,-999,0.118,0.12620001,1.37600005,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.020166
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,36,-1.0185,32.4056,394.51001,390.39001,0.117,99.099,3.979,-999,-999,-999,-999,-999,32.444,345.57101,2143.3999,2229.20996,5.309,0.097,3.389,1.3221,3.062,8.468,0.142,-999,-999,-999,-999,-999,-999,0.118,0.12620001,1.37600005,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.059341
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,37,-1.1429,32.4244,355.04999,366.29001,0.121,99.076,3.633,-999,-999,-999,-999,-999,32.4666,330.83301,2156.69995,2230.53003,6.177,0.11,3.507,1.4483,3.557,9.844,0.127,-999,-999,-999,-999,-999,-999,0.117,0.12630001,1.37399995,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.07863
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,38,-1.2115,32.4495,332,352.51001,0.113,99.106,3.336,-999,-999,-999,-999,-999,32.4892,316.09601,2170,2231.86011,7.044,0.123,3.624,1.5746,4.051,11.218,0.111,-999,-999,-999,-999,-999,-999,0.118,0.12620001,1.37699997,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.101179
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,39,-1.2301,32.4673,339.28,343.87,0.115,99.114,3.066,-999,-999,-999,-999,-999,32.5118,301.358,2183.30005,2233.17993,7.912,0.137,3.742,1.7008,4.546,12.595,0.096,-999,-999,-999,-999,-999,-999,0.118,0.12620001,1.375,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.116288
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,40,-1.2829,32.4825,329.45999,326.45001,0.128,99.155,2.802,-999,-999,-999,-999,-999,32.5344,286.62,2196.6001,2234.5,8.78,0.15,3.86,1.827,5.04,13.97,0.08,-999,-999,-999,-999,-999,-999,0.68900001,0.0231,0.24699999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.130284
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,41,-1.322,32.4978,305.41,308.23001,0.122,99.172,2.578,-999,-999,-999,-999,-999,32.55069,284.901,2198.53003,2234.88989,8.923,0.154,4.549,1.8501,5.14,14.217,0.08,-999,-999,-999,-999,-999,-999,0.68800002,0.0232,0.248,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.143909
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,42,-1.3337,32.513,290.91,290.59,0.126,99.163,2.359,-999,-999,-999,-999,-999,32.56697,283.18301,2200.45996,2235.27002,9.066,0.159,5.237,1.8733,5.24,14.465,0.08,-999,-999,-999,-999,-999,-999,0.68900001,0.0231,0.24699999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.156664
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,43,-1.3876,32.54,278.70999,278.97,0.15,99.157,2.162,-999,-999,-999,-999,-999,32.58326,281.46399,2202.38989,2235.65991,9.209,0.163,5.926,1.8964,5.34,14.712,0.08,-999,-999,-999,-999,-999,-999,0.68800002,0.0232,0.24600001,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.180167
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,44,-1.4188,32.5678,270.45999,271.23999,0.139,99.146,1.978,-999,-999,-999,-999,-999,32.59954,279.746,2204.31006,2236.04004,9.351,0.167,6.614,1.9196,5.44,14.958,0.08,-999,-999,-999,-999,-999,-999,0.68900001,0.0231,0.24699999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.203668
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,45,-1.4185,32.6081,267.20001,273.42001,0.145,99.031,1.802,-999,-999,-999,-999,-999,32.61583,278.02701,2206.23999,2236.42993,9.494,0.171,7.303,1.9427,5.54,15.205,0.08,-999,-999,-999,-999,-999,-999,0.68800002,0.0232,0.248,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.236447
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,46,-1.4338,32.6631,276.03,276.14999,0.156,98.076,1.642,-999,-999,-999,-999,-999,32.63211,276.30899,2208.16992,2236.81006,9.637,0.176,7.991,1.9659,5.64,15.453,0.08,-999,-999,-999,-999,-999,-999,0.68900001,0.0231,0.24699999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.281579
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,47,-1.4381,32.6968,274.5,274.98001,0.158,95.69,1.463,-999,-999,-999,-999,-999,32.6484,274.59,2210.1001,2237.19995,9.78,0.18,8.68,1.989,5.74,15.7,0.08,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.309131
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,48,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,51,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_2,C,2013-09-11T02:41,191.7485,72.7495,56,41,2,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,254.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_3,C,2013-09-11T08:43,191.75751,72.7503,56,41,3,0,3.1528,31.0873,341.45999,340.07999,0.322,97.7,4.241,-999,-999,-999,-999,-999,31.1164,338.34,1924.90002,2137.30005,0.08,0.01,2.37,0.307,0.05,0.14,0.27,-999,-999,-999,-999,-999,-999,0.004,-0.0046,-0.018,254.3632,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.75407
MR13-06,41_3,C,2013-09-11T08:43,191.75751,72.7503,56,41,3,1,3.1528,31.0873,341.45999,340.07999,0.322,97.7,4.241,-999,-999,-999,-999,-999,31.11304,338.358,1924.38,2137.13989,0.07,0.01,2.374,0.3024,0.042,0.122,0.27,-999,-999,-999,-999,-999,-999,0.004,-0.0046,-0.018,254.3632,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.754055
