level_0,database,station,date,depth,lat,lon,ntr0,temp,sal,p,SA,CT,sigth,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,TIME,latitude,longitude,CTDPRS,CTDPRS_FLAG_W,BTLDPTH,BTLDPTH_FLAG_W,CHLORA,CHLORA_FLAG_W,CHLORA_STDEV,CHLORA_STDEV_FLAG_W,PPHYTIN,PPHYTIN_FLAG_W,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NH4,NH4_FLAG_W,PHSPHT,PHSPHT_FLAG_W,SILCAT,SILCAT_FLAG_W,POC,POC_FLAG_W,PON,PON_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,FLUOR,FLUOR_FLAG_W,XMISS,XMISS_FLAG_W,SALT,SALT_FLAG_W,mld,nc0,nc,delta_sigth,N2_30_100,doy,month,deltanc,deltanc0,year,season,reg_name,reg_idx
114156,codispoti,2120+7081273,1988-07-02,0.0,65.1,-53.98,0.1,3.68,33.48,0.0,33.63881764550863,3.689861811302735,26.610179361947075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,26.0,28.0,,9.305981982503057e-05,184,7,10.0,8.0,1988,summer,,
114307,codispoti,2120+7081275,1988-07-02,0.0,65.12,-54.45,0.2,3.09,33.56,0.0,33.71919321119542,3.0985948923201367,26.729036776499242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,32.0,34.0,0.22924600722576827,7.541768410012861e-05,184,7,2.0,0.0,1988,summer,,
114458,codispoti,2120+7081286,1988-07-03,0.0,65.1,-54.95,0.3,3.07,33.49,0.0,33.64885586585383,3.0791808152801403,26.674994416421214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,38.0,42.0,0.22331257988211206,4.8375379195315295e-05,185,7,8.0,4.0,1988,summer,,
114609,codispoti,2120+7081298,1988-07-03,0.0,63.8,-53.93,0.1,2.8,33.19,0.0,33.347421272879345,2.811380922222752,26.459187116212206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,22.0,22.0,0.20639180540620217,5.926060335091868e-05,185,7,-2.0,-2.0,1988,summer,,
114760,codispoti,2120+7081508,1988-07-07,0.0,63.97,-52.7,0.5,2.61,33.03,0.0,33.186705411846354,2.6223770213678654,26.34738508681494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,189,7,,,1988,summer,,
114911,codispoti,2129+7090170,1988-11-19,0.0,68.82,-53.05,2.7,1.06,32.8,0.0,32.95575876712116,1.0711823224172363,26.27526364373216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.0,86.0,0.28474082712317994,1.0709038496285e-05,324,11,42.0,-44.0,1988,,Baffin Bay,6.0
115062,codispoti,2129+7090172,1988-11-19,0.0,68.93,-53.2,2.9,0.94,32.84,0.0,32.99595526940923,0.9507379115564382,26.31474778656616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,88.0,0.3578260629247332,1.284513107488661e-05,324,11,68.0,-20.0,1988,,Baffin Bay,6.0
115213,codispoti,2129+7090181,1988-11-19,0.0,69.15,-53.42,2.3,0.58,32.9,0.0,33.056252972366536,0.5897758662217558,26.383939855800918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,0.0,78.0,0.21995823833323058,3.497990771416818e-05,324,11,10.0,-68.0,1988,,Baffin Bay,6.0
115364,codispoti,2129+7090218,1988-11-20,0.0,69.23,-52.5,3.0,0.85,32.85,0.0,33.00601876852424,0.8605174927410965,26.32818528314374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,44.0,0.2979955372801335,5.675878851468819e-05,325,11,24.0,-20.0,1988,,Baffin Bay,6.0
115515,codispoti,2129+7090228,1988-11-20,0.0,69.05,-52.43,2.6,0.21,33.02,0.0,33.17681552913391,0.218602702087097,26.50038164933494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,32.0,0.20878152465508748,7.959702164156331e-05,325,11,4.0,-28.0,1988,,Baffin Bay,6.0
115666,codispoti,2129+7090234,1988-11-20,0.0,68.92,-52.4,3.0,0.71,32.87,0.0,33.0260955160483,0.720157751544402,26.352426016671416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0,64.0,0.3122271195496573,3.4296807531250404e-05,325,11,24.0,-40.0,1988,,Baffin Bay,6.0
115817,codispoti,2129+7090237,1988-11-20,0.0,68.83,-52.33,2.8,1.04,32.83,0.0,32.98590014967081,1.0509797003134984,26.300598936483084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,80.0,0.2678644776616572,4.583164455175792e-05,325,11,20.0,-60.0,1988,,Baffin Bay,6.0
115968,codispoti,2129+7090263,1988-11-21,0.0,69.42,-52.12,3.4,-0.28,32.53,0.0,32.684509569575404,-0.27049393488222556,26.128270517891224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,92.0,0.21228456568911724,4.216316843054486e-05,326,11,32.0,-60.0,1988,,Baffin Bay,6.0
116119,codispoti,2129+7090272,1988-11-21,0.0,69.33,-51.68,3.5,0.01,32.58,0.0,32.73472857828757,0.020000927136625907,26.155513625720687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,0.0,124.0,0.1171866696025674,3.22843042106147e-05,326,11,50.0,-74.0,1988,,Baffin Bay,6.0
116270,codispoti,2129+7090281,1988-11-21,0.0,69.25,-51.28,3.2,0.11,32.58,0.0,32.73470790749286,0.12022966643710026,26.150710788844208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.0,112.0,0.1027715536051872,2.1660096624198188e-05,326,11,78.0,-34.0,1988,,Baffin Bay,6.0
116421,codispoti,2129+7090317,1988-11-21,0.0,69.7,-51.48,3.2,0.26,32.65,0.0,32.80507335830793,0.27027429993607993,26.19970181536928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,0.0,114.0,0.19319748241821344,4.1464171239650526e-05,326,11,44.0,-70.0,1988,,Baffin Bay,6.0
116572,codispoti,2129+7090320,1988-11-21,0.0,69.7,-51.63,3.4,0.14,32.61,0.0,32.76488988674281,0.1501761219815651,26.173461689202895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.0,96.0,0.23196581361775515,3.0133598342306228e-05,326,11,52.0,-44.0,1988,,Baffin Bay,6.0
116723,codispoti,2129+7090321,1988-11-21,0.0,69.7,-51.78,3.6,0.64,32.79,0.0,32.94575139176888,0.6504191769182004,26.29208048179794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,0.1382622491930583,2.75402615261069e-05,326,11,,-64.0,1988,,Baffin Bay,6.0
116874,codispoti,2129+7090337,1988-11-22,0.0,70.33,-54.17,3.5,0.97,32.92,0.0,33.076381211497434,0.9803635750263827,26.37725211887505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.0,86.0,0.16437942806328465,2.228580081987155e-05,327,11,32.0,-54.0,1988,,Baffin Bay,6.0
117025,codispoti,2129+7090338,1988-11-22,0.0,70.38,-54.13,3.3,0.7,33.01,10.102752752871291,33.166766477539255,0.7094413578382376,26.465620152351903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.006616522193613861,,327,11,,,1988,,Baffin Bay,6.0
117176,codispoti,2129+7090390,1988-11-23,0.0,69.5,-58.33,2.9,-1.17,32.79,0.0,32.94573109926895,-1.1631741176378012,26.37173122297304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0,38.0,0.6203249400417974,0.0001384985040800949,328,11,0.0,-38.0,1988,,Baffin Bay,6.0
117327,codispoti,2129+7090400,1988-11-24,0.0,69.5,-57.17,3.2,-0.49,32.91,0.0,33.06631134579987,-0.4821854920609174,26.444051143794695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.0,72.0,0.5083160765129833,0.00011577071638934196,329,11,16.0,-56.0,1988,,Baffin Bay,6.0
117478,codispoti,2129+7090401,1988-11-24,0.0,69.5,-55.98,2.8,-0.13,32.78,0.0,32.93570424949521,-0.12105465116608245,26.323384281494327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,0.0,66.0,0.5883509510433775,0.00013187298513639146,329,11,14.0,-52.0,1988,,Baffin Bay,6.0
117629,codispoti,2129+7090411,1988-11-24,0.0,69.48,-54.88,3.8,0.38,32.8,0.0,32.95579748371791,0.3898663540713489,26.314320250889295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0,32.0,0.34739020271085863,6.497738106707056e-05,329,11,-6.0,-38.0,1988,,Baffin Bay,6.0
117780,codispoti,2129+7090450,1988-11-25,0.0,68.0,-55.0,3.5,0.33,32.5,0.0,32.65429638762142,0.34107858057127793,26.075241527844582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,330,11,,,1988,,Baffin Bay,6.0
117931,codispoti,2129+7090452,1988-11-25,0.0,68.03,-55.47,3.4,0.62,32.51,0.0,32.66434738076108,0.6317247762804494,26.0678561841014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,330,11,,,1988,,Baffin Bay,6.0
118082,codispoti,2129+7090454,1988-11-25,0.0,68.07,-56.0,3.2,0.2,32.45,0.0,32.60406669928861,0.21097291040184543,26.041506278935458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.0,58.0,0.8607422907950024,0.0001628751776647158,330,11,2.0,-56.0,1988,,Baffin Bay,6.0
118233,codispoti,2129+7090458,1988-11-25,0.0,68.12,-56.73,3.2,-0.07,32.67,0.0,32.825099552188675,-0.06051974430306641,26.23180226143495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.0,54.0,0.6973130042824423,0.00016999402105181884,330,11,0.0,-54.0,1988,,Baffin Bay,6.0
118384,codispoti,2129+7090459,1988-11-25,0.0,68.13,-57.3,3.0,-0.98,32.58,0.0,32.7346618660182,-0.972289883565446,26.195432344606388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.0,58.0,0.579325029141085,0.00012204048326392205,330,11,2.0,-56.0,1988,,Baffin Bay,6.0
118535,codispoti,2129+7090462,1988-11-25,0.0,68.18,-58.0,2.6,-1.15,32.64,0.0,32.79493643377853,-1.142815161541355,26.2495197358096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.0,44.0,0.725869316949673,0.00019062498760326934,330,11,0.0,-44.0,1988,,Baffin Bay,6.0
118686,codispoti,2129+7090475,1988-11-26,0.0,66.68,-56.63,4.1,0.54,32.57,0.0,32.72454901646981,0.5512558695974967,26.12045194398206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0,60.0,0.8522527550668144,0.00021426364822275704,331,11,14.0,-46.0,1988,,Baffin Bay,6.0
118837,codispoti,2129+7090477,1988-11-26,0.0,66.72,-56.12,3.7,0.55,32.38,0.0,32.53366477132401,0.562163298436572,25.967012205222545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0,52.0,0.8759111985972652,0.00019563096597450012,331,11,6.0,-46.0,1988,,Baffin Bay,6.0
118988,codispoti,2129+7090479,1988-11-26,0.0,66.72,-55.58,4.1,0.58,32.4,0.0,32.55376018001389,0.5921467824808685,25.981484425039753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.0,58.0,0.6149047796997884,0.00018168077667826105,331,11,4.0,-54.0,1988,,Baffin Bay,6.0
119139,codispoti,2129+7090481,1988-11-26,0.0,66.83,-54.7,4.4,0.44,32.31,0.0,32.46333234354439,0.4521924785670456,25.91649838330386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,,,,331,11,,-22.0,1988,,Baffin Bay,6.0
119290,codispoti,2129+7090484,1988-11-26,0.0,66.88,-54.17,3.6,0.51,32.27,0.0,32.423141441714584,0.5225622279701523,25.880616714688813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.0,,,,331,11,,-34.0,1988,,Baffin Bay,6.0
119441,codispoti,2129+7090493,1988-11-27,0.0,65.1,-54.97,2.5,1.12,32.69,0.0,32.84506097470392,1.131911977344578,26.183043194883794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0,16.0,0.6230497716800656,0.00015629904724218755,332,11,-20.0,-36.0,1988,,,
119592,codispoti,2129+7090496,1988-11-27,0.0,65.1,-54.45,4.0,0.96,32.58,0.0,32.73454400970835,0.972160767191114,26.104462158708884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0,48.0,0.7486591274065582,0.00012854016851308834,332,11,12.0,-36.0,1988,,,
119743,codispoti,2129+7090497,1988-11-27,0.0,65.1,-53.98,3.8,0.81,32.37,0.0,32.523552185935316,0.8228814617727143,25.94446372229345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,38.0,,,332,11,6.0,-32.0,1988,,,
119894,codispoti,2129+7090500,1988-11-27,0.0,65.1,-53.53,3.3,0.74,32.31,0.0,32.46327169142129,0.7529955654844765,25.900193744259468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,34.0,,,332,11,2.0,-32.0,1988,,,
120045,codispoti,2129+7090501,1988-11-27,0.0,65.1,-52.92,5.4,0.48,32.04,0.0,32.19199641432268,0.49351025661391634,25.69701551435469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,74.0,0.4850211398184179,0.00012405136758493834,332,11,50.0,-24.0,1988,,,
120196,codispoti,2129+7090516,1988-11-28,0.0,63.95,-52.37,3.2,0.69,32.19,0.0,32.34273101121402,0.7034398254251194,25.80648878580928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0,44.0,0.5703311108145392,0.00012340763714396846,333,11,8.0,-36.0,1988,,,
120347,codispoti,2129+7090517,1988-11-28,0.0,63.97,-52.73,3.8,0.63,32.24,0.0,32.39295642790985,0.6430326805596952,25.84999095150647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,333,11,,,1988,,,
120498,codispoti,2129+7090520,1988-11-28,0.0,63.92,-53.12,3.0,0.34,32.17,0.0,32.322611917152145,0.3525243987546952,25.808847592837992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,26.0,,,333,11,4.0,-22.0,1988,,,
120649,codispoti,2129+7090521,1988-11-28,0.0,63.9,-53.4,2.6,0.42,32.09,0.0,32.24222311439896,0.43310659650982936,25.740353322044257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,24.0,0.6439074829724731,0.00024134897209097755,333,11,2.0,-22.0,1988,,,
120800,codispoti,2129+7090525,1988-11-28,0.0,63.82,-54.0,6.6,1.66,33.22,0.0,33.377561366850486,1.6696376771805481,26.57227878033109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,18.0,0.4606715788712954,5.633585014167335e-05,333,11,2.0,-16.0,1988,,,
120951,codispoti,2134+822200,1982-06-02,0.0,71.42,1.52,8.5,2.74,34.9,5.051614687215345,35.06603048931652,2.737208849894291,27.830338759769347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34.0,0.04487656350243441,,153,6,,,1982,,,
121102,codispoti,2134+822223,1982-06-02,0.0,71.65,3.0,8.3,2.84,34.88,5.051679211463204,35.045965201462415,2.8372683031105916,27.805398153327133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,0.0,50.0,0.07722741973552871,1.669288057536218e-07,153,6,-48.0,-98.0,1982,,,
121253,codispoti,2134+822299,1982-06-03,0.0,72.92,-2.32,8.1,-0.53,34.35,5.052022962912119,34.51350472706411,-0.5269915825206386,27.609812425738937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,48.0,0.10338912421341462,5.37422293033415e-05,154,6,32.0,-16.0,1982,,,
121404,codispoti,2134+822331,1982-06-03,0.0,73.58,-4.73,8.2,-0.55,34.62,5.052193071938796,34.78481602788854,-0.5479173563095974,27.82899543983922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.0,24.0,0.07030884704825979,9.520701932677553e-06,154,6,-32.0,-56.0,1982,,,
121555,codispoti,2134+822365,1982-06-04,0.0,74.17,-7.27,8.0,-0.62,34.74,4.041862163264274,34.905399411779264,-0.6182700764344886,27.929211522364767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,0.0,28.0,0.055387981231802996,1.7318990010549332e-06,155,6,-114.0,-142.0,1982,,,
121706,codispoti,2134+822386,1982-06-04,0.0,74.42,-8.78,9.6,-0.57,34.59,4.04191084175685,34.75469165600547,-0.5677981103305542,27.805670704804925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,32.0,0.06614924593605309,3.069854670111296e-05,155,6,2.0,-30.0,1982,,,
121857,codispoti,2134+823380,1982-07-01,0.0,70.58,-8.33,0.0,3.04,33.91,8.08225665704356,34.071099710454035,3.045536990745856,27.012924000835937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,34.0,34.0,0.24139731018900434,0.00020807500752248343,182,7,20.0,20.0,1982,summer,,
122008,codispoti,2483+686917,1973-07-31,0.0,62.592,-168.325,0.4,6.54,31.62,0.0,31.76964237935492,6.577881040182282,24.818146190942116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,212,7,,,1973,summer,,
122159,codispoti,2483+686972,1973-08-01,0.0,61.192,-166.99200000000002,0.0,8.26,29.25,0.0,29.38847362121301,8.341146208878236,22.728157472923726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,213,8,,,1973,summer,,
122310,codispoti,2483+686985,1973-08-01,0.0,60.738,-166.558,0.0,8.44,30.87,0.0,31.016195379468606,8.49714314300898,23.97166290952009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,8,,,1973,summer,,
122461,codispoti,26AJ78001+103728,1978-09-25,0.0,64.0667,-52.55,0.1,2.495,31.605,0.5049165683469891,31.754946410571662,2.517918655676575,25.218124821680703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,,,268,9,,,1978,summer,,
122612,codispoti,26RG00760+101723,1968-06-20,0.0,64.0166,-52.3166,0.1,3.1,33.36,0.0,33.51828291271589,3.11033134884467,26.568660414657188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,0.169922515203762,5.4659716925398665e-05,172,6,,,1968,,,
122763,codispoti,26RG00760+101910,1968-07-14,0.0,63.8,-53.9333,0.0,3.7,32.76,0.0,32.91538164993291,3.716681163856783,26.03522648093326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,0.37329633800382567,0.0002130615817536999,196,7,,,1968,summer,,
122914,codispoti,3074+665588,1972-08-16,0.0,72.042,-8.442,1.2,3.45,33.75,15.155734525320574,33.91051105213023,3.4571528447693165,26.8475552432144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,20.0,0.2150059067944703,0.00022605784592437918,229,8,2.0,-18.0,1972,summer,,
123065,codispoti,3074+665732,1972-08-18,0.0,74.933,-1.122,0.6,4.57,34.5,1.0104946984203278,34.664390436760705,4.569680827888866,27.32926488927569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,10.0,0.10179997932502971,0.00014896005286394243,231,8,-2.0,-10.0,1972,summer,,
123216,codispoti,308+596049,1970-04-06,0.0,71.12,18.0,13.6,4.82,34.9,0.0,35.066108782915734,4.815043089524259,27.618439739492032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0006159873113276149,,96,4,,,1970,winter,Barents Sea,5.0
123367,codispoti,308+596151,1970-04-08,0.0,71.17,9.5,13.6,4.8,35.17,0.0,35.337290283298,4.791989301303377,27.834818837194007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-0.00032811587156444944,,98,4,,,1970,winter,,
123518,codispoti,309+606403,1970-08-20,0.0,78.0,10.83,0.1,4.33,33.8,0.0,33.96117686156176,4.3371649376900425,26.799455904495744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,60.0,62.0,0.15501340337647207,0.00010725648979398269,232,8,52.0,50.0,1970,summer,Fram Strait (East),8.0
123669,codispoti,309+606518,1970-08-21,0.0,78.05,3.58,0.4,4.75,34.4,0.0,34.56406091594311,4.750727447379255,27.23001468275038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,24.0,24.0,0.12365904884573098,7.921345110520773e-05,233,8,4.0,4.0,1970,summer,Fram Strait (East),8.0
123820,codispoti,316N147_2+71003,1996-11-15,0.0,64.5278,-37.9083,10.34,3.27,34.3,9.088979160612087,34.46350314159199,3.2720933550285753,27.303172304564896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,0.0,118.0,0.029878328584242553,2.11354732048375e-05,320,11,-10.0,-128.0,1996,,,
123971,codispoti,316N151_2+71069,1997-06-14,0.0,60.0,-24.6668,5.19,10.17,35.17,1.504185336959966,35.33702378499913,10.156522247273896,27.058486576286214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,18.0,0.14344224304620568,2.3827631482748082e-05,165,6,-12.0,-30.0,1997,,,
124122,codispoti,316N151_2+71070,1997-06-14,0.0,60.2953,-25.4937,5.97,10.09,35.22,3.5939953728587937,35.387326017628396,10.075639780990768,27.111381808994565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0,20.0,0.07752389574491048,1.2279731307862385e-05,165,6,-20.0,-40.0,1997,,,
124273,codispoti,316N151_2+71071,1997-06-14,0.0,60.5817,-26.3023,5.4,10.17,35.2,1.6960734586288166,35.36730192551822,10.155955884309739,27.08200561571789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0,16.0,0.10201395665253443,2.3277056185073725e-05,165,6,-10.0,-26.0,1997,,,
124424,codispoti,316N151_2+71072,1997-06-15,0.0,60.8833,-26.9988,5.74,9.72,35.2,2.7965760061810996,35.36736727447944,9.706284029654078,27.158933968017664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,14.0,0.05313255011120077,1.543458504364145e-05,166,6,-8.0,-22.0,1997,,,
124575,codispoti,316N151_2+71073,1997-06-15,0.0,61.0425,-27.5317,8.14,9.54,35.17,2.594688277869712,35.33726740193249,9.52696165069601,27.165680370366772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,42.0,0.052447796449463624,2.07412427236461e-05,166,6,20.0,-22.0,1997,,,
124726,codispoti,316N151_2+71074,1997-06-15,0.0,61.1753,-27.9245,8.4,8.92,35.12,3.7961702922622806,35.28706144886805,8.908308546371323,27.227843595176637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,22.0,0.07564438433806941,8.094723530520476e-06,166,6,-6.0,-28.0,1997,,,
124877,codispoti,316N151_2+71075,1997-06-15,0.0,61.2782,-28.2575,9.53,8.33,35.05,2.695699176848695,35.216753100019865,8.319926607525609,27.26553116050718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,42.0,0.07465956097517079,1.183556362834893e-05,166,6,-20.0,-62.0,1997,,,
125028,codispoti,316N151_2+71076,1997-06-15,0.0,61.4667,-28.8012,9.66,8.5,35.06,1.999083716300435,35.22683934057606,8.489634397733772,27.24712999803569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.0,40.0,0.0949466736223954,1.9061281449359965e-05,166,6,6.0,-34.0,1997,,,
125179,codispoti,316N151_2+71077,1997-06-15,0.0,61.7505,-29.6483,8.76,8.53,35.01,2.100094120852918,35.17665595861515,8.520439025558106,27.203298647415068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0,26.0,0.13299486454486242,3.0609162161375336e-05,166,6,-10.0,-36.0,1997,,,
125330,codispoti,316N151_2+71078,1997-06-15,0.0,62.0365,-30.5113,8.17,7.98,35.0,2.4030468505011564,35.16665600662002,7.970986917645154,27.279494330416128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,38.0,0.11569295963212767,2.224318575799197e-05,166,6,-24.0,-62.0,1997,,,
125481,codispoti,316N151_2+71079,1997-06-15,0.0,62.3333,-31.3832,8.86,8.35,35.02,3.200775499960579,35.18677031520149,8.340398287683488,27.23904559094467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.0,46.0,0.13680791490434174,2.439545138218154e-05,166,6,12.0,-34.0,1997,,,
125632,codispoti,316N151_2+71080,1997-06-16,0.0,62.6343,-32.2612,8.45,8.3,35.04,2.7969531538379453,35.20688969350254,8.290108783741227,27.26243318636307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.0,34.0,0.14845275083425946,2.980934560988497e-05,167,6,0.0,-34.0,1997,,,
125783,codispoti,316N151_2+71081,1997-06-16,0.0,62.9167,-33.1327,8.0,7.8,34.95,3.4987960247270955,35.1164807857276,7.791897446732657,27.267040973380517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.0,42.0,0.20444320401655602,3.4463039740965556e-05,167,6,-2.0,-44.0,1997,,,
125934,codispoti,316N151_2+71082,1997-06-16,0.0,63.2163,-34.0353,8.09,7.88,34.93,2.4032607514906354,35.09641834039988,7.872155405822089,27.239502119819008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,26.0,0.18899853823282342,3.706117261395572e-05,167,6,-2.0,-28.0,1997,,,
126085,codispoti,316N151_2+71083,1997-06-16,0.0,63.5038,-34.946,8.31,8.12,35.01,3.5948803368148097,35.176825717755776,8.110723732368236,27.26636488987924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,36.0,0.14748653890554664,3.4731592834321235e-05,167,6,6.0,-30.0,1997,,,
